AGI,logFC,logCPM,LR,PValue,FDR,symbol2,full_name
AT4G05070,-2.7803034654702357,6.311781951824817,108.11722531946133,2.5334215251657524e-25,5.0681873604807865e-23,WIP2,Wound-induced polypeptide 2
AT2G22920,1.8335214215606992,5.141591998786662,108.11681750883241,2.5339428503088273e-25,5.0681873604807865e-23,FPT1;SCPL12,lavonol-phenylacyltransferase 1;serine carboxypeptidase-like 12
AT5G39430,9.728880834561453,-0.9266500317979525,107.98344588873624,2.7103250837532166e-25,5.349839184130765e-23,NA,NA
AT3G23880,-3.934305415387467,2.347039440795927,107.97856123429057,2.7170130387707027e-25,5.349839184130765e-23,NA,NA
AT5G43180,-1.9263655337904928,7.076288484717015,107.97454527510462,2.7225239583547437e-25,5.349839184130765e-23,NA,NA
AT5G57660,-1.8162147972944889,5.637705774468994,107.90329392092504,2.8221789302984866e-25,5.513421884644753e-23,ATCOL5;BBX6;COL5,NA;B-box domain protein 6;CONSTANS-like 5
AT4G38810,-1.6493530447343596,6.376437830365555,107.76821137898948,3.0212351891265724e-25,5.868181781793704e-23,SCS,CALCIUM SENSOR
AT4G12290,8.43878371042859,3.668732961449099,107.60722161795371,3.2768901156245833e-25,6.328164463518233e-23,CuAO,Copper Amine Oxidase
AT4G10150,10.89405225571047,0.0010683049778789154,106.79746149160863,4.930716528844058e-25,9.46753924584103e-23,ATL07,Arabidopsis TÃ³xicos en Levadura 7
AT1G61270,3.5359067551647354,1.2580494291174247,106.71113036550987,5.150258888481067e-25,9.821900438813995e-23,LHT3,histidine transporter 3
AT2G24710,-3.6666006478667446,5.5782613461462685,106.70211989663278,5.1737288782515245e-25,9.821900438813995e-23,ATGLR2.3;GLR2.3,glutamate receptor 2.3;glutamate receptor 2.3
AT1G25560,-2.389606971086812,5.1950789760819065,106.60929566300797,5.421828687803088e-25,1.0235072335256144e-22,AtTEM1;EDF1;TEM1,NA;ETHYLENE RESPONSE DNA BINDING FACTOR 1;TEMPRANILLO 1
AT1G33840,-1.9105731087019493,6.60391601232578,106.47707059900996,5.795924937829359e-25,1.0874564304790191e-22,NA,NA
AT2G25900,-3.782892509333069,7.036215240469055,106.4670478288099,5.825312704190925e-25,1.0874564304790191e-22,ATCTH;ATTZF1;TZF1,NA;A. THALIANA TANDEM ZINC FINGER PROTEIN 1;TANDEM ZINC FINGER 1
AT4G19970,4.693789146153746,2.1333364468791074,106.23609934725383,6.54533891716138e-25,1.2151186646102582e-22,NA,NA
AT4G01390,3.6632022316154758,2.871382860888281,105.63484489837246,8.865497305157754e-25,1.636804617845664e-22,NA,NA
AT5G66690,2.499236598755248,7.273823946327546,105.31798914255356,1.0402745053029249e-24,1.9101258976605947e-22,UGT72E2,"NA"
AT3G59940,-4.34533070400811,4.520537872270535,104.556048286355,1.528091279086086e-24,2.790593649991884e-22,AtKFB50;KFB50;KMD4,NA;Kelch repeat F-box 50;KISS ME DEADLY 4
AT5G43600,1.3538253143107168,5.862173665739776,104.51918963549812,1.5567834844525284e-24,2.827623710517506e-22,ATAAH-2;UAH,ARABIDOPSIS THALIANA ALLANTOATE AMIDOHYDROLASE 2;ureidoglycolate amidohydrolase
AT1G28670,2.412381118559287,2.641317967770703,103.94361598472113,2.081563075881785e-24,3.7604667997731043e-22,ARAB-1,"NA"
AT4G12070,1.0904134951795943,5.042549208407205,103.7001046664592,2.3537879209322183e-24,4.2295177389927485e-22,NA,NA
AT4G36640,1.3449631246885378,5.70038549887487,103.47634150927298,2.6352225539643922e-24,4.710039800974017e-22,NA,NA
AT4G18510,-5.35550286335158,4.595211815626423,103.26890783010059,2.9260964767400953e-24,5.2022589318212e-22,CLE2,CLAVATA3/ESR-related 2
AT3G21420,1.9614995596542226,4.848492166771053,103.1159517759776,3.1609566159675593e-24,5.59023495840747e-22,LBO1,LATERAL BRANCHING OXIDOREDUCTASE 1
AT5G20250,-3.0523468281972055,9.017974880284024,102.50887490814011,4.294394979962895e-24,7.554987440665612e-22,DIN10;RS6,DARK INDUCIBLE 10;raffinose synthase 6
AT3G14720,0.9943245214068238,5.728000346167528,101.16188982177303,8.47646009895772e-24,1.483468813776965e-21,ATMPK19;MPK19,ARABIDOPSIS THALIANA MAP KINASE 19;MAP kinase 19
AT1G26450,-1.3752435409930508,4.553466219529463,101.02906188175955,9.064370853393989e-24,1.5781398415323565e-21,NA,NA
AT1G50050,-3.1307124279186183,4.632132283982635,100.64691761060334,1.0993262386234818e-23,1.9041010448570227e-21,NA,NA
AT5G38450,-3.2643856060926866,4.105482170494055,100.5804534123269,1.1368412846767836e-23,1.9589815819338095e-21,CYP735A1,"cytochrome P450, family 735, subfamily A, polypeptide 1"
AT3G48920,2.4107596046379958,2.0006193806597468,100.20398550946636,1.3748256655840546e-23,2.3569842864773166e-21,AtMYB45;MYB45,myb domain protein 45;myb domain protein 45
AT2G34000,-2.2054660570800646,4.224119939532596,100.15022120656708,1.412656993965201e-23,2.4095482391481567e-21,ATL99,Arabidopsis TÃ³xicos en Levadura 99
AT1G70290,-2.6420966005091406,6.4696081624320705,99.48546607586616,1.9760820847694223e-23,3.3535510208294004e-21,ATTPS8;ATTPSC;TPS8,NA;NA;trehalose-6-phosphatase synthase S8
AT1G21890,8.971137891199517,1.601685960272262,99.43488690218564,2.0271991701785737e-23,3.4230123877558005e-21,UMAMIT19,Usually multiple acids move in and out Transporters 19
AT3G02850,-4.631011642287357,6.959630849320709,99.42438591453745,2.0379765101263862e-23,3.424004334663341e-21,SKOR,STELAR K+ outward rectifier
AT1G80440,-3.2478121430891562,6.666407363877952,98.8405574617878,2.736718881700691e-23,4.575085963328688e-21,KFB20;KMD1,Kelch repeat F-box 20;KISS ME DEADLY 1
AT1G78860,-1.5413638535061709,7.197580784932586,97.564074210316,5.2141422115105456e-23,8.673544880751354e-21,GAL2,apple domain lectin-2
AT5G42610,2.522631902891554,3.4840843531791923,97.5119366172273,5.353258473184951e-23,8.86109316334782e-21,NA,NA
AT4G17670,2.7090388697307115,5.070719543959517,97.49547256245017,5.397955344793055e-23,8.891279190967462e-21,NA,NA
AT5G01340,-1.8104041916276012,4.68658194802058,97.24620721020796,6.122116462145578e-23,1.0034895481025156e-20,AtmSFC1;mSFC1,NA;mitochondrial succinate-fumarate carrier 1
AT3G22370,2.9854359127079135,4.454147476316961,97.21757789180003,6.211279178410517e-23,1.0131621502570398e-20,AOX1A;ATAOX1A;AtHSR3;HSR3,alternative oxidase 1A;NA;NA;hyper-sensitivity-related 3
AT2G25737,2.136688155234941,2.9009723656793454,96.84017586655159,7.515552228454883e-23,1.2199883380702462e-20,NA,NA
AT2G43920,-6.5908927795915675,5.4402536658324685,96.5869318103247,8.54101632359797e-23,1.3797847620458606e-20,ATHOL2;HOL2,NA;HARMLESS TO OZONE LAYER 2
AT5G43780,1.7889864042536114,8.487561281572013,96.56148042868978,8.65151865518694e-23,1.3909489466583328e-20,APS4;ATPS4,NA;NA
AT5G04590,-1.179737192903567,8.749258845479945,96.53706184420093,8.758880746350551e-23,1.401504337327958e-20,SIR,sulfite reductase
AT2G22200,-3.6886852810092514,2.9077207983647955,96.4829776638681,9.001442940926125e-23,1.43349045355924e-20,NA,NA
AT1G30270,-1.6642910932044186,8.53845791009125,96.36857606081837,9.536887676989304e-23,1.5115966968028047e-20,ATCIPK23;CIPK23;LKS1;PKS17;SnRK3.23,NA;CBL-interacting protein kinase 23;LOW-K+-SENSITIVE 1;SOS2-like protein kinase 17;SNF1-RELATED PROTEIN KINASE 3.23
AT1G15380,-2.622121679802939,9.405616184628911,96.27133608333952,1.0016983298574428e-22,1.5802379004633704e-20,GLYI4,glyoxylase I 4
AT1G64170,2.1045655574223963,3.943010206644234,96.23136906487207,1.0221251199404347e-22,1.6049274897307706e-20,ATCHX16;CHX16,cation/H+ exchanger 16;cation/H+ exchanger 16
AT5G48430,-1.7825450395872002,7.7625299947395705,95.87060747930424,1.226427490513176e-22,1.91676355982436e-20,NA,NA
AT5G24860,1.8541333687419392,3.5608545051735474,95.82244629879642,1.2566284573231833e-22,1.9548717325450743e-20,ATFPF1;FPF1,ARABIDOPSIS FLOWERING PROMOTING FACTOR 1;FLOWERING PROMOTING FACTOR 1
AT5G54840,1.553689420715292,4.5638573706934,95.43004303224106,1.5321084700411224e-22,2.372438194024046e-20,ATSGP1;SGP1,NA;NA
AT4G24960,1.4761887675718808,4.7368675704656145,95.39545383205765,1.5591130754997494e-22,2.4031797047221363e-20,ATHVA22D;HVA22D,ARABIDOPSIS THALIANA HVA22 HOMOLOGUE D;HVA22 homologue D
AT1G51140,1.5580652520946674,5.221139126256515,94.64432255441724,2.278588439658289e-22,3.4961246004291244e-20,AKS1;CFLAP1;FBH3,ABA-responsive kinase substrate 1;AtCFL1 associated protein 1;FLOWERING BHLH 3
AT1G76800,-2.7399758379920494,4.092144157911344,94.56425132642184,2.372647553376889e-22,3.62389559493501e-20,AtVTL2;VTL2,NA;Vacuolar Iron Transporter-Like 2
AT1G73810,3.6674189575855682,1.4655846854572052,94.52646166010076,2.418378091621194e-22,3.6770289879934555e-20,NA,NA
AT3G15353,2.325857553240064,7.331713191961861,93.68021536325057,3.708493766936848e-22,5.613189529577117e-20,ATMT3;MT3,NA;metallothionein 3
AT5G65210,-1.443064250657763,8.753846248528253,93.14522999062147,4.859442833514426e-22,7.322286909944024e-20,TGA1,TGACG sequence-specific binding protein 1
AT3G22750,-1.9351557342951695,5.936680963732949,92.92000636965315,5.445128357209942e-22,8.168178707989664e-20,NA,NA
AT5G43690,2.5299507218914554,2.729168781768951,92.84162928424095,5.665092165086439e-22,8.460374530277091e-20,NA,NA
AT1G27440,1.082194023304181,5.203015065662904,92.11355717224619,8.184276814709247e-22,1.2168498651675226e-19,ATGUT1;GUT2;IRX10,NA;NA;NA
AT1G34060,3.7017775609561934,1.6890514749133552,92.01658319827258,8.595317978901404e-22,1.2723342498988767e-19,TAR4,TRYPTOPHAN AMINOTRANSFERASE RELATED 4
AT1G74090,-1.400393789946163,7.202252496034713,91.699526708615,1.0088901887367421e-21,1.4868740404356145e-19,ATSOT18;ATST5B;SOT18,DESULFO-GLUCOSINOLATE SULFOTRANSFERASE 18;ARABIDOPSIS SULFOTRANSFERASE 5B;desulfo-glucosinolate sulfotransferase 18
AT3G25110,1.0932948729392318,5.9205888095691925,91.66644750303351,1.0258968134193115e-21,1.5053355774897689e-19,AtFaTA;FaTA;FATA1,fatA acyl-ACP thioesterase;fatA acyl-ACP thioesterase;fatA acyl-ACP thioesterase 1
AT1G13510,2.4747181331581545,2.7232357707422143,91.525945594689,1.101385781702302e-21,1.6090767407287282e-19,NA,NA
AT3G21230,1.6114298649539152,6.328025342186309,91.1877865832948,1.306642659607869e-21,1.9006842704824075e-19,4CL5,4-coumarate:CoA ligase 5
AT1G22160,4.724688954840527,2.9423998955360964,91.17136774248829,1.317529739392913e-21,1.908260099270718e-19,NA,NA
AT4G34560,-1.6177623092925524,4.147927420967085,91.04843669543301,1.4019788061570206e-21,2.0218580190767471e-19,NA,NA
AT1G68670,-2.425149631100936,5.942368094961468,90.45940348539489,1.8881143661353744e-21,2.7112999543111474e-19,HHO2;NIGT1.2,"NA;NITRATE-INDUCIBLE, GARP-TYPE TRANSCRIPTIONAL REPRESSOR 1/HYPERSENSITIVE TO LOW Pi-ELICITED PRIMARY ROOT SHORTENING 1.2"
AT3G15450,-3.9553791606699846,8.934255947944619,90.29232409763677,2.0544810499556686e-21,2.9376456272600157e-19,NA,NA
AT3G15650,-2.3017907416420638,4.7392101662753685,90.06820315829019,2.300899742814003e-21,3.2760522524591576e-19,NA,NA
AT1G68740,-2.8593322288195506,5.701505675844047,90.00540685303473,2.3751005399787855e-21,3.3674315757116943e-19,PHO1;H1,"NA"
AT2G17700,2.325104133337585,5.088721464629443,89.40501352821437,3.217202394808396e-21,4.542203145813098e-19,STY8,serine/threonine/tyrosine kinase 8
AT3G28100,2.3009923139556365,1.8966454195239622,89.29512982401435,3.400953612742999e-21,4.781541560476578e-19,UMAMIT45,Usually multiple acids move in and out Transporters 45
AT5G40890,-1.6554807011939185,7.773264483357273,88.96291349792402,4.022839769996195e-21,5.632310914642172e-19,ATCLC-A;ATCLCA;CLC-A;CLC-A;CLCA,chloride channel A;NA;chloride channel A;CHLORIDE CHANNEL-A;CHLORIDE CHANNEL A
AT1G22440,1.0148597791234362,5.278822893562202,88.69444505663289,4.607572707473167e-21,6.410295999686747e-19,NA,NA
AT4G16250,-1.1708681823362974,4.205930527231853,88.6905454819312,4.616664579263713e-21,6.410295999686747e-19,PHYD,phytochrome D
AT2G18230,1.1308123488699864,5.095540648629004,88.64529874545434,4.723478753307012e-21,6.531618644799268e-19,AtPPa2;PPa2,pyrophosphorylase 2;pyrophosphorylase 2
AT5G53160,-1.3889153911797687,6.83090479450365,88.54043352454349,4.9806347200193295e-21,6.841019841893109e-19,PYL8;RCAR3,PYR1-like 8;regulatory components of ABA receptor 3
AT3G17860,1.2551120556287736,5.721279391038416,88.5375315747331,4.987946733122468e-21,6.841019841893109e-19,JAI3;JAZ3;TIFY6B,JASMONATE-INSENSITIVE 3;jasmonate-zim-domain protein 3;NA
AT3G01260,-2.320054036167432,7.758945087924364,88.21976275867962,5.857178317347821e-21,8.000524626809817e-19,NA,NA
AT2G33770,1.4220747485266974,9.251868491239012,88.04650708866325,6.393344908570647e-21,8.69753747440449e-19,ATUBC24;PHO2;UBC24,UBIQUITIN-CONJUGATING ENZYME 24;phosphate 2;UBIQUITIN-CONJUGATING ENZYME 24
AT4G39795,6.049398893269427,3.6334747009687423,87.60830034991321,7.978910298693917e-21,1.08107799942223e-18,NA,NA
AT5G67520,1.83447950027047,3.2498078440095446,87.47735775413089,8.525015478308388e-21,1.1504320084422427e-18,APK4,adenosine-5'-phosphosulfate (APS) kinase 4
AT1G80920,-1.9427640095971932,7.769070323966508,87.34503781346949,9.114853070374168e-21,1.225109171482851e-18,AtJ8;AtToc12;DJC22;J8;Toc12,NA;translocon at the outer envelope membrane of chloroplasts 12;DNA J protein C22;NA;translocon at the outer envelope membrane of chloroplasts 12
AT5G22920,-1.8849123691447967,5.84432609253394,87.30703830393959,9.291666250478155e-21,1.2438986826636133e-18,AtRZPF34;CHYR1;RZPF34,NA;CHY zinc-finger and RING protein 1;RING zinc-finger protein 34
AT3G22240,1.3303198999646124,6.090120722118922,87.18610277827943,9.87754184751534e-21,1.317083972857978e-18,AthCYSTM9,Cysteine-Rich Transmembrane Module 9
AT1G60095,2.1903789416269945,4.945355112533503,86.64932823770432,1.2957457774801022e-20,1.7209347673868139e-18,NA,NA
AT2G44380,-1.3474517318963692,6.907620830920367,86.57943767814496,1.3423560783305138e-20,1.775820824569367e-18,NA,NA
AT2G02630,1.2603882216176814,4.997588973790254,86.40393420359331,1.4669280239438566e-20,1.933008449433783e-18,NA,NA
AT5G24920,-5.91467240324788,3.0946468553475874,85.87458732111034,1.9171677882875356e-20,2.511197029902128e-18,AtGDU5;GDU5,glutamine dumper 5;glutamine dumper 5
AT1G03850,-2.0269706442853765,6.3391458005803045,85.87099629746193,1.9206524512970862e-20,2.511197029902128e-18,ATGRXS13;GRXS13;ROXY18,glutaredoxin 13;glutaredoxin 13;NA
AT2G31083,-5.767628177444916,1.7235698801692325,85.72848034714713,2.0641842625830966e-20,2.688399984159582e-18,AtCLE5;CLE5,NA;CLAVATA3/ESR-RELATED 5
AT1G11530,-2.901859343366854,2.5834972155570823,85.2893498619762,2.5774777194993935e-20,3.3439539123790975e-18,ATCXXS1;CXXS1,C-terminal cysteine residue is changed to a serine 1;C-terminal cysteine residue is changed to a serine 1
AT1G67110,-2.7319879276856964,4.959115960087222,85.19354971425858,2.7054299036955757e-20,3.496455985537643e-18,CYP735A2,"cytochrome P450, family 735, subfamily A, polypeptide 2"
AT5G33290,1.5303440631064078,4.804670676644156,85.10913726878078,2.823427863425792e-20,3.634974063863351e-18,XGD1,xylogalacturonan deficient 1
AT5G08170,0.9139541284921698,5.159971395897653,84.99582656662064,2.9899550667496876e-20,3.834674433317672e-18,ATAIH;EMB1873,AGMATINE IMINOHYDROLASE;EMBRYO DEFECTIVE 1873
AT1G26200,1.63432132631125,3.694556262907999,84.79795548326936,3.3046590270217725e-20,4.222173103649643e-18,NA,NA
AT2G43750,-1.0532808949379653,6.823413776514673,84.74076808109695,3.401636999365025e-20,4.3296138807827106e-18,ACS1;ATCS-B;CPACS1;OASB,ARABIDOPSIS CYSTEINE SYNTHASE  1;ARABIDOPSIS THALIANA CYSTEIN SYNTHASE-B;CHLOROPLAST O-ACETYLSERINE SULFHYDRYLASE 1;O-acetylserine (thiol) lyase B
AT1G23560,-1.7964623612757438,3.9559269314516,84.65370736872562,3.554767352269307e-20,4.507445002677482e-18,NA,NA
AT2G39050,2.1612961266521213,4.499245822703997,84.609450216142,3.6352352314564634e-20,4.592149407796995e-18,ArathEULS3;EULS3,NA;Euonymus lectin S3
AT5G66820,1.1388878256065469,4.620527380233774,84.5427357090297,3.759991368968672e-20,4.731956179029413e-18,NA,NA
AT3G23080,-2.226129377680651,3.497804326787802,84.52021739256469,3.803060112217018e-20,4.768299473534188e-18,NA,NA
AT5G17800,1.4721662395688233,2.85315912457489,84.45598651011562,3.9286391233867156e-20,4.907439844759866e-18,AtMYB56;BRAVO;MYB56,myb domain protein 56;BRASSINOSTEROIDS AT VASCULAR AND ORGANIZING CENTER;myb domain protein 56
AT1G79110,1.8846253341394918,3.956667915215631,84.14969865207067,4.586938773667176e-20,5.708530247139424e-18,BRG2,BOI-related gene 2
AT3G19450,1.5399234571754772,7.313862371181928,84.06139886962758,4.7964491988088046e-20,5.947243025032231e-18,ATCAD4;CAD;CAD-C;CAD4,NA;NA;NA;CINNAMYL ALCOHOL DEHYDROGENASE 4
AT3G07390,1.2218611761398197,5.297165885958608,83.85574795654955,5.322262489439621e-20,6.5749508886084615e-18,AIR12,Auxin-Induced in Root cultures 12
AT2G43445,-2.9290578916277954,2.0733151659875775,83.74694903226967,5.62337749607357e-20,6.9214919642148024e-18,NA,NA
AT2G29750,2.1249480881440928,8.353223532016154,83.46242978609189,6.4938475375722e-20,7.963732297719018e-18,UGT71C1,UDP-glucosyl transferase 71C1
AT1G12110,-4.269973503874309,9.558744413244428,83.23910873930387,7.270499496104393e-20,8.883757238839993e-18,AtNPF6.3;ATNRT1;B-1;CHL1;CHL1-1;NPF6.3;NRT1;NRT1.1,NA;ARABIDOPSIS THALIANA NITRATE TRANSPORTER 1;NA;CHLORINA 1;NA;NRT1/ PTR family 6.3;NITRATE TRANSPORTER 1;nitrate transporter 1.1
AT5G37600,2.118829475997452,8.923671112442609,83.20587543820557,7.393762789261419e-20,9.001638305969644e-18,ATGLN1;1;ATGSR1;GLN1;1;GSR 1,ARABIDOPSIS GLUTAMINE SYNTHASE 1;1;ARABIDOPSIS THALIANA GLUTAMINE SYNTHASE CLONE R1;GLUTAMINE SYNTHASE 1;1;glutamine synthase clone R1
AT5G51270,1.9761403201835828,3.4543090160301664,83.05689690245525,7.972528740022343e-20,9.671224213798944e-18,NA,NA
AT5G19970,-1.829140523563161,6.603114027641894,83.03080834144367,8.078445850917292e-20,9.764458182824563e-18,NA,NA
AT1G33090,4.562723260859655,1.0287347023683393,82.46244353482689,1.0769713582262121e-19,1.2970749669934471e-17,NA,NA
AT5G43520,-1.6444373727747974,7.388821119473483,82.41549252634692,1.1028597147924343e-19,1.3235104334448348e-17,NA,NA
AT1G33813,-6.740271294056346,3.4187802918680923,82.33876602420654,1.1465126136585608e-19,1.3710005994361196e-17,NA,NA
AT3G03670,-1.85495635777563,7.5225057360817695,82.21435282133119,1.2209999349165757e-19,1.454895028832155e-17,NA,NA
AT4G31130,1.0644988501373895,6.118195353677524,82.17098374559166,1.248087581115213e-19,1.4819165689269748e-17,NA,NA
AT2G15620,-3.1206958751484186,9.842273670147604,81.99330690436814,1.3654830949931757e-19,1.615597287252137e-17,ATHNIR;NIR;NIR1,ARABIDOPSIS THALIANA NITRITE REDUCTASE;NITRITE REDUCTASE;nitrite reductase 1
AT5G45230,3.700537596008652,0.3517215387085618,81.9744970483707,1.3785404366533847e-19,1.6253233597342817e-17,NA,NA
AT1G15550,-1.653635354612394,5.16200836561669,81.81462193875316,1.4946864353856923e-19,1.7560997762877633e-17,ATGA3OX1;GA3OX1;GA4,ARABIDOPSIS THALIANA GIBBERELLIN 3 BETA-HYDROXYLASE 1;gibberellin 3-oxidase 1;GA REQUIRING 4
AT3G17820,1.0270082789864654,7.069937009837191,81.72858762444993,1.5611887038040855e-19,1.8239627102466616e-17,ATGSKB6;GLN1.3;GLN1;3,ARABIDOPSIS THALIANA GLUTAMINE SYNTHASE CLONE KB6;glutamine synthetase 1.3;GLUTAMINE SYNTHETASE 1;3
AT5G49450,-4.107843653997687,2.0485704199225525,81.71906162963789,1.5687316923435664e-19,1.8239627102466616e-17,AtbZIP1;bZIP1,basic leucine-zipper 1;basic leucine-zipper 1
AT5G49448,-4.107843653997687,2.0485704199225525,81.71906162963789,1.5687316923435664e-19,1.8239627102466616e-17,NA,NA
AT5G03760,1.3967716953261657,6.1971826531376255,81.30335928189933,1.9359720679260554e-19,2.2431908078086658e-17,ATCSLA09;ATCSLA9;CSLA09;CSLA9;RAT4,NA;NA;NA;CELLULOSE SYNTHASE LIKE A9;RESISTANT TO AGROBACTERIUM TRANSFORMATION 4
AT1G11185,-1.9606627932870975,4.221068370401378,81.19464233945557,2.0454576001540683e-19,2.361906057744914e-17,sORF2,short open reading frame 2
AT4G06746,-4.522394326716814,1.2543985983061947,81.15960936667372,2.0820412478678503e-19,2.395916096262175e-17,DEAR5;RAP2.9,DREB AND EAR MOTIF PROTEIN 5;related to AP2 9
AT4G39780,-1.610208636094928,6.025648852497118,80.88944848566963,2.387048243628913e-19,2.7375288424033696e-17,NA,NA
AT5G14340,2.918235632380969,3.3434616160837325,80.61169196811642,2.7472914125340607e-19,3.139948504896922e-17,AtMYB40;MYB40,myb domain protein 40;myb domain protein 40
