"","genes","logFC","logCPM","LR","PValue","FDR","AGI","At_symbol","At_short_description","perc_ID"
"163","BraA07g014270.3C",-1.30634069255438,4.34076151174186,11.9811647078807,0.000537409840841929,0.0771134617655741,"AT1G23205",NA,"Plant invertase/pectin methylesterase inhibitor superfamily protein",82.726
"164","BraA01g003720.3C",-0.463000769362567,4.19656799098928,11.9756502445625,0.000539002547536915,0.0771134617655741,"AT4G34570","AtDRTS2","thymidylate synthase 2",85.515
"165","BraA05g018510.3C",-1.26700683800988,0.401692474524115,11.9691160421176,0.000540895948573271,0.0771134617655741,"AT1G51130",NA,"Nse4, component of Smc5/6 DNA repair complex",80.664
"166","BraA06g015080.3C",-0.928769364820741,1.37943624640299,11.9611517078245,0.000543212837947572,0.0771134617655741,"AT1G19490",NA,"Basic-leucine zipper (bZIP) transcription factor family protein",81.354
"167","BraA06g033780.3C",-0.389434259387398,6.93804086976965,11.9225761937909,0.000554577353317915,0.0771134617655741,"AT5G27850","RPL18C","Ribosomal protein L18e/L15 superfamily protein",89.894
"168","BraA10g027790.3C",-0.616369289256838,4.48292990502128,11.9171480909507,0.000556195647595314,0.0771134617655741,"AT5G10030","OBF4","TGACG motif-binding factor 4",90.687
"169","BraA09g057590.3C",1.8239962221576,1.37024135862889,11.8892978607935,0.00056457400176665,0.0771134617655741,"AT2G04070",NA,"MATE efflux family protein",85.604
"170","BraA06g010320.3C",0.454962108020773,6.67215573335562,11.8868960154859,0.000565302505045268,0.0771134617655741,"AT1G14200",NA,"RING/U-box superfamily protein",73.694
"171","BraA02g044070.3C",0.40828218920364,5.36682497400197,11.8756558670789,0.000568724386501542,0.0771134617655741,"AT5G63490",NA,"CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein",88.9
"172","BraA02g013430.3C",-0.546971315050755,6.92052238169805,11.8666825323357,0.00057147117981922,0.0771134617655741,"AT5G55220",NA,"trigger factor type chaperone family protein",88.81
"173","BraA04g002200.3C",-0.404926041392572,4.35249601297089,11.8454454346761,0.000578025472160153,0.0771134617655741,"AT3G59800",NA,NA,91.444
"174","BraA09g020180.3C",-1.46022820809797,1.56830729541035,11.8340972748739,0.000581558856347458,0.0771134617655741,"AT5G44020",NA,"HAD superfamily, subfamily IIIB acid phosphatase",89.744
"175","BraA03g054290.3C",-1.12144044343255,1.85621258547224,11.8265486589876,0.000583921277959915,0.0771134617655741,"AT4G28250","ATEXPB3","expansin B3",86.591
"176","BraA04g022580.3C",-0.535508238555971,3.45008232963058,11.790118924902,0.000595459311660244,0.0771134617655741,"AT2G31280","CPUORF7","conserved peptide upstream open reading frame 7",82.975
"177","BraA03g055410.3C",1.09058290638564,0.697950422095367,11.7855861993007,0.000596910930503877,0.0771134617655741,"AT4G30060",NA,NA,88.02
"178","BraA04g013370.3C",0.486153672601307,7.54779758831448,11.7812554565285,0.000598301201748783,0.0771134617655741,"AT5G40780","AtLHT1","lysine histidine transporter 1",88.591
"179","BraA05g031990.3C",-0.407174826225275,3.69897770162658,11.7764850982649,0.000599836384858009,0.0771134617655741,"AT3G15140","ERI-1",NA,85.39
"180","BraA05g015290.3C",0.35506867902829,7.83467427285873,11.7718627827086,0.000601327719692546,0.0771134617655741,"AT4G13510","AMT1;1","ammonium transporter 1;1",86.079
"181","BraA03g041980.3C",0.428347134879579,5.26171047323397,11.758308369852,0.000605722511925975,0.0771134617655741,"AT2G05320","GNT-II","beta-1,2-N-acetylglucosaminyltransferase II",80.448
"182","BraA01g015880.3C",0.471246059187346,3.78243020596965,11.753873379162,0.000607167514828101,0.0771134617655741,"AT5G66320","GATA5","GATA transcription factor 5",81.226
"183","BraA06g002560.3C",0.291778020178287,5.38661890126302,11.7349195919266,0.00061338234633252,0.0771134617655741,"AT1G51590","MANIB","alpha-mannosidase 1",90.468
"184","BraA08g028390.3C",-0.72919832494915,4.39609838118278,11.7344624347504,0.000613533036183062,0.0771134617655741,"AT1G19050","ARR7","response regulator 7",87.662
"185","BraA09g048940.3C",1.05540077871437,0.372527340268122,11.7268161947096,0.000616058967319759,0.0771134617655741,"AT3G58710","ATWRKY69","WRKY DNA-binding protein 69",85.595
"186","BraA07g012020.3C",0.455642380898657,4.15878880018631,11.7237288503627,0.000617081843671281,0.0771134617655741,"AT1G27650","ATU2AF35A","U2 snRNP auxiliary factor small subunit, putative",87.569
"187","BraA09g026260.3C",1.14583476799469,2.8452158040935,11.7143082905029,0.000620213608104572,0.0771134617655741,"AT4G12580",NA,NA,78.947
"188","BraA03g041580.3C",-0.469711500895612,5.66008183309664,11.7113405520581,0.000621203521982087,0.0771134617655741,"AT3G25480",NA,NA,78.298
"189","BraA04g009670.3C",-1.28742310501851,1.07394342812455,11.7058765487241,0.000623030260966573,0.0771134617655741,"AT5G35740",NA,"Carbohydrate-binding X8 domain superfamily protein",89.444
"190","BraA05g008690.3C",-0.526271493503025,5.83275415064246,11.6939431402969,0.000627038752211693,0.0771134617655741,"AT2G36620","RPL24A","ribosomal protein L24",87.879
"191","BraA09g050830.3C",-0.403905759783326,6.09367707621815,11.6936471994275,0.000627138490500527,0.0771134617655741,"AT3G61260","REM1.2",NA,85.987
"192","BraA07g026820.3C",-0.74582915674566,3.2009459508252,11.6921058821597,0.000627658205870635,0.0771134617655741,"AT1G77940",NA,"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein",92.035
"193","BraA03g013210.3C",0.476714858277191,7.15652711094936,11.6860223475761,0.000629713757335144,0.0771134617655741,"AT5G55860","TREPH1","Plant protein of unknown function (DUF827)",82.571
"194","BraA02g043200.3C",0.463507396216027,6.83826738548744,11.6857384036114,0.000629809864398797,0.0771134617655741,"AT5G61790","ATCNX1","calnexin 1",90.755
"195","BraA03g040650.3C",0.520877680258577,5.13684640962527,11.6799018980966,0.00063178864271244,0.0771134617655741,"AT3G22970",NA,"Protein of unknown function (DUF506)",74.978
"196","BraA07g019420.3C",0.745411403775189,5.71142523505111,11.6583178786656,0.000639161078911843,0.0771134617655741,"AT5G38100",NA,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",80.784
"197","BraA02g031540.3C",1.30666917427549,1.62789328624593,11.6557691319735,0.000640037368663446,0.0771134617655741,"AT3G02130","CLI1","receptor-like protein kinase 2",85.714
"198","BraA09g062480.3C",0.44489715696993,5.42777126570751,11.6519716246527,0.000641345248585545,0.0771134617655741,"AT1G09070","(AT)SRC2","soybean gene regulated by cold-2",82.444
"199","BraA06g024940.3C",-1.16054972589277,0.993856293617413,11.6386007792965,0.000645971753684961,0.0771134617655741,"AT5G23970",NA,"HXXXD-type acyl-transferase family protein",68.078
"200","BraA06g037630.3C",0.609377828412739,2.77362829207722,11.6322287323997,0.000648188418882029,0.0771134617655741,"AT3G27390",NA,NA,84.854
"201","BraA03g023180.3C",-0.520270400180505,4.03213039811455,11.6303219668916,0.000648853223998677,0.0771134617655741,"AT2G44040",NA,"Dihydrodipicolinate reductase, bacterial/plant",87.879
"202","BraA01g032450.3C",-0.294556451212882,5.47923207408925,11.6038953960415,0.000658138237235518,0.0777521518651483,"AT3G21200","GBP",NA,86.687
"203","BraA09g038270.3C",0.400402095709821,6.25023669549924,11.5965661836509,0.000660737057460863,0.0777521518651483,"AT1G26270",NA,"Phosphatidylinositol 3- and 4-kinase family protein",85.285
"204","BraA09g033540.3C",0.524064492446122,3.93025896053111,11.5501526947093,0.000677436929293664,0.0789731253343218,"AT1G31480","SGR2","shoot gravitropism 2 (SGR2)",87.738
"205","BraA06g012280.3C",-0.411519774117644,5.41952357417564,11.5328658909986,0.00068376524563933,0.0789731253343218,"AT1G16350",NA,"Aldolase-type TIM barrel family protein",89.044
"206","BraA03g025900.3C",0.39620491887338,8.24955251400232,11.5303941683013,0.000684674955389926,0.0789731253343218,"AT4G38550",NA,NA,76.619
"207","BraA07g023870.3C",0.997010505984361,2.09923318320344,11.5263361792629,0.000686171137549518,0.0789731253343218,"AT3G59350",NA,"Protein kinase superfamily protein",85.599
"208","BraA03g013160.3C",1.02291777490022,1.36034598282009,11.5223535321704,0.000687642752408696,0.0789731253343218,"AT5G55970",NA,"RING/U-box superfamily protein",84.247
"209","BraA07g007140.3C",-0.530964163238513,4.82499145752368,11.5114042417738,0.000691705041385443,0.0790595695149065,"AT2G05790",NA,"O-Glycosyl hydrolases family 17 protein",83.31
"210","BraA02g044480.3C",0.429737064981899,7.26792608871264,11.4844437551684,0.000701811279753275,0.0797751023828185,"AT5G64230",NA,NA,79.225
"211","BraA04g002050.3C",0.535798162444417,4.05209028847316,11.4735436180964,0.000705939462857892,0.0797751023828185,"AT3G60110",NA,NA,77.07
"212","BraA10g024130.3C",0.543515309649124,4.08981945185204,11.4559234371882,0.000712664657746472,0.0797751023828185,"AT5G15260",NA,"Ribosomal protein L34e superfamily protein",79.137
"213","BraA01g035730.3C",-0.571309942433789,2.95265326684261,11.4541747687903,0.000713335602495907,0.0797751023828185,"AT3G16770","ATEBP","ethylene-responsive element binding protein",81.974
"214","BraA09g034980.3C",1.48384678475799,1.08127598810808,11.4421801864954,0.000717955024553914,0.0797751023828185,"AT1G30040","ATGA2OX2","gibberellin 2-oxidase",88.636
"215","BraA05g037550.3C",-0.618186372973383,7.29390422652188,11.4420569624019,0.000718002637822588,0.0797751023828185,"AT3G08740",NA,NA,85.077
"216","BraA10g022360.3C",0.398834520425782,5.02570800972854,11.4107576769933,0.000730200455099145,0.0800961229201848,"AT5G17690","AtLHP1","like heterochromatin protein (LHP1)",76.418
"217","BraA09g044860.3C",-1.01471064901318,2.99405884474581,11.4046219021311,0.000732616096536984,0.0800961229201848,"AT3G53900","PYRR","uracil phosphoribosyltransferase",87.071
"218","BraA04g027120.3C",-0.473323606630373,4.04689063819889,11.4037644354464,0.000732954321735826,0.0800961229201848,"AT2G38280","ATAMPD","AMP deaminase, putative / myoadenylate deaminase, putative",86.51
"219","BraA09g048120.3C",0.489638280158163,4.99407277745784,11.3926928493678,0.000737335672139025,0.0800961229201848,"AT3G57540","AtREM4.1",NA,82.585
"220","BraA08g033340.3C",0.356257551063247,5.67286026412043,11.3918838338266,0.000737656858775982,0.0800961229201848,"AT1G07990",NA,"SIT4 phosphatase-associated family protein",87.028
"221","BraA10g026870.3C",-0.352293892496533,7.10926964964572,11.3479576930508,0.000755309835113559,0.0814994683501035,"AT5G11270","OCP3","overexpressor of cationic peroxidase 3",81.743
"222","BraA09g004050.3C",1.36553042635249,-0.125648180693722,11.3353805320811,0.00076044249990174,0.0814994683501035,"AT5G47930",NA,"Zinc-binding ribosomal protein family protein",89.412
"223","BraA03g002110.3C",0.430010692722663,5.14041029898033,11.3344677496841,0.000760816369812169,0.0814994683501035,"AT5G05460","AtENGase85A","Glycosyl hydrolase family 85",84.6
"224","BraA02g039200.3C",1.49954908464007,0.993542464711239,11.3172479369962,0.000767904403341789,0.0818915195849494,"AT3G30530","ATBZIP42",NA,88.1
"225","BraA02g022990.3C",-0.645754166003387,3.12157375342739,11.3086846235993,0.000771454046052686,0.0819044188982514,"AT1G75680","AtGH9B7","glycosyl hydrolase 9B7",86.54
"226","BraA03g032210.3C",-0.475880826941671,3.77911674716681,11.2960860401397,0.000776706542887025,0.0820633389655904,"AT3G05625",NA,"Tetratricopeptide repeat (TPR)-like superfamily protein",86.973
"227","BraA08g021380.3C",1.00618245326986,2.4612089929371,11.2870375176064,0.000780501262473923,0.0820633389655904,"AT4G37030",NA,NA,88.967
"228","BraA04g026230.3C",-0.387618606746159,6.37049607682441,11.2745790639503,0.000785756695968291,0.0820633389655904,"AT2G36990","ATSIG6",NA,83.557
"229","BraA05g011400.3C",-0.52524334072518,5.09432452703813,11.2661048022718,0.00078935187171255,0.0820633389655904,"AT2G33430","DAL","differentiation and greening-like 1",85.153
"230","BraA01g013900.3C",0.458400761474158,6.55699379623633,11.2642814481093,0.000790127593858247,0.0820633389655904,"AT4G23240","CRK16",NA,82.886
"231","BraA03g022530.3C",-0.585905220565782,8.74615909849835,11.2513210267973,0.000795663679910043,0.0822805800246368,"AT2G43030","PRPL3","Ribosomal protein L3 family protein",80.952
"232","BraA10g006050.3C",0.352123028516136,5.26086142165076,11.2135541132478,0.000812020522741934,0.0836101131347385,"AT1G07350","SR45a","RNA-binding (RRM/RBD/RNP motifs) family protein",79.463
"233","BraA02g006440.3C",-0.592631386337,4.34984365145031,11.1917223852331,0.000821630417407471,0.0842365124936895,"AT5G16390","BCCP","chloroplastic acetylcoenzyme A carboxylase 1",81.106
"234","BraA01g011660.3C",-0.837569863808789,1.06724901355902,11.163690578013,0.00083413821851078,0.0851533921529296,"AT4G20890","TUB9",NA,85.354
"235","BraA10g025860.3C",0.489673687394354,5.74948084442047,11.1540903699439,0.000838465931264624,0.0852309538980823,"AT5G12480","CPK7","calmodulin-domain protein kinase 7",90.174
"236","BraA09g053310.3C",0.633680162531316,4.02725517107737,11.1400599493022,0.000844831610472974,0.0854251401208395,"AT2G25140","CLPB-M","casein lytic proteinase B4",83.101
"237","BraA06g017140.3C",-0.531476053090357,5.85725974028116,11.1341482417284,0.000847528391185489,0.0854251401208395,"AT1G21600","PTAC6","plastid transcriptionally active 6",86.567
"238","BraA04g020410.3C",-0.393356473683391,4.147396034552,11.1250534318986,0.00085169422777247,0.0854843349286923,"AT2G28540",NA,"RNA binding (RRM/RBD/RNP motifs) family protein",83.585
"239","BraA09g046170.3C",-0.477111093025074,4.65830273632276,11.1129226637599,0.000857282904139362,0.0856852469208414,"AT3G55360","ATTSC13",NA,89.282
"240","BraA10g012750.3C",-0.776743546768385,2.6850939888044,11.0777925008092,0.000873677473655301,0.086702195291131,"AT5G54660",NA,"HSP20-like chaperones superfamily protein",87.047
"241","BraA03g011330.3C",0.42044103836691,5.64556748944431,11.0739633668748,0.000875483505019508,0.086702195291131,"AT5G59530",NA,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",85.009
"242","BraA08g033010.3C",-0.388479381638445,4.45523325219269,11.0679104759889,0.000878346084245382,0.086702195291131,"AT1G08780","AIP3","ABI3-interacting protein 3",88.175
"243","BraAnng001520.3C",0.375991892659292,8.89728191218536,11.032421922741,0.000895321003699929,0.0880141075571354,"AT2G07696",NA,"Ribosomal protein S7p/S5e family protein",99.694
"244","BraA03g053630.3C",0.560139512431459,5.05097989072546,11.0171369093664,0.000902733965752062,0.0883446097846437,"AT4G27320","ATPHOS34","Adenine nucleotide alpha hydrolases-like superfamily protein",77.331
"245","BraA09g017570.3C",1.11339674282028,0.652175017082048,11.0102799614609,0.000906079596334465,0.0883446097846437,"AT1G59740","AtNPF4.3","Major facilitator superfamily protein",88.159
"246","BraA04g030490.3C",0.372338600069081,6.58415749972428,10.9903531291621,0.000915873583271874,0.0889365372243843,"AT2G43160",NA,"ENTH/VHS family protein",86.462
"247","BraA10g003870.3C",-1.60006025874765,0.198287282554331,10.9632223405499,0.00092938060812103,0.0893039078669665,"AT1G05260","RCI3","Peroxidase superfamily protein",90.214
"248","BraA07g027880.3C",-0.550218767656578,3.78471938646892,10.9567534597219,0.000932630757142861,0.0893039078669665,"AT1G61570","TIM13","translocase of the inner mitochondrial membrane 13",81.183
"249","BraA05g014650.3C",-0.712111019413821,3.18788242902234,10.9501555059023,0.000935957594743877,0.0893039078669665,"AT2G29530","AtTIM10","Tim10/DDP family zinc finger protein",94.771
"250","BraA07g010050.3C",0.30884972101647,5.30739015460808,10.9500807723925,0.000935995345712621,0.0893039078669665,"AT3G23160",NA,NA,83.494
"251","BraA03g013140.3C",0.420792853915505,8.66114496905289,10.944425285051,0.000938856635902915,0.0893039078669665,"AT5G56010","AtHsp90-3","heat shock protein 81-3",89.767
"252","BraA02g044320.3C",1.01783114451682,3.07308022786283,10.9380603431438,0.00094208744065956,0.0893039078669665,"AT5G63850","AAP4","amino acid permease 4",88.151
"253","BraA01g008620.3C",0.758843979634224,4.41756739255394,10.9291785054222,0.000946614602943913,0.0893783780044434,"AT4G28890",NA,NA,83.905
"254","BraA05g006340.3C",0.45927490890549,4.71488404196912,10.8917009528655,0.000965960815483968,0.0908459525995316,"AT2G39720","RHC2A",NA,73.635
"255","BraA09g044700.3C",0.356539030244512,5.13890689213398,10.876981760864,0.000973667888068809,0.0912116804321086,"AT3G53670",NA,NA,77.516
"256","BraA09g053960.3C",-0.702440887054896,6.34307846025258,10.8611614727628,0.00098202085351399,0.0916348208935242,"AT2G24090","PRPL35","Ribosomal protein L35",82.222
"257","BraA07g003900.3C",0.358804196679959,3.95563302169307,10.8436167507143,0.000991369079680055,0.0921471773361757,"AT2G17190","DSK2a",NA,81.769
"258","BraA02g015210.3C",1.52099534741589,0.852727716889251,10.8132984666394,0.00100773599074927,0.0933054160737157,"AT5G04380",NA,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",82.801
"259","BraA09g033930.3C",-0.751951279778602,2.0411344685487,10.7919181653292,0.00101944190896279,0.0933131913404785,"AT1G31010","OSB4","organellar single-stranded DNA binding protein 4",76.606
"260","BraA09g023110.3C",-0.602044675534206,7.34279946829286,10.7872020011178,0.00102204251181157,0.0933131913404785,"AT1G79850","CS17","ribosomal protein S17",81.717
"261","BraA04g021040.3C",0.691757988646734,5.51589691832102,10.7833791217804,0.00102415545939373,0.0933131913404785,"AT2G29150",NA,"NAD(P)-binding Rossmann-fold superfamily protein",85.84
"262","BraA03g027790.3C",1.32484802161018,0.900698404668797,10.7799983172137,0.00102602774820522,0.0933131913404785,"AT4G12120","ATSEC1B",NA,89.381
"263","BraA03g013170.3C",0.456094395099247,8.44719314266518,10.7776120222494,0.00102735136145956,0.0933131913404785,"AT5G56010","AtHsp90-3","heat shock protein 81-3",90.481
